Symbol,Pattern,Detected,In_Formation,Score,Confidence,Breakout_Level,Stop_Loss,Target_1,Risk_Reward,Gap_To_Break_%,Pole_Return_%,Pole_Bars,Consol_Bars,Vol_Pole_Surge,Vol_Consol_Avg_OK,Vol_Trend_Decline,Vol_All_3_OK,Breakout_Vol_Watch,Weekly_Confirmed,Notes,Narrative
MCX.NS,Symmetrical Triangle,True,True,80.0,HIGH,2909.9,2761.8,3096.4,1.26,2.76,0.0,0,10,True,True,True,True,5598244,True,Descending swing highs ✓ | Ascending swing lows ✓ | Trendlines converging ✓ | Volume contracted in triangle ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 05-Jun-2026 to 19-Jun-2026 (11 sessions): pattern formed with swing highs at 05-Jun-2026, 17-Jun-2026 and swing lows at 08-Jun-2026, 19-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (05-Jun-2026–19-Jun-2026): average volume was 2,993,451 shares/day — 75% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -118,608 shares/day). On the chart the volume bars should visibly shrink from left to right across the 05-Jun-2026–19-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹2909.9. Price needs to close above this level on volume above 5,598,244 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹2909.9. Stop-loss: ₹2761.8 (below pattern low). Target: ₹3096.4 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 5,598,244 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.336%/week) and weekly volume is contracting (0.70× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹2909.9 on volume above 5,598,244 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~15 bars from triangle start — 3/4 mark = 12 bars. Pattern has used 11 bars, 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹2909.9 on volume above 5,598,244 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
VIJAYA.NS,Symmetrical Triangle,True,True,80.0,HIGH,1390.0,1252.0,1560.65,1.24,1.62,0.0,0,14,True,True,True,True,409262,False,Descending swing highs ✓ | Ascending swing lows ✓ | Trendlines converging ✓ | Volume contracted in triangle ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Symmetrical Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 01-Jun-2026 to 19-Jun-2026 (15 sessions): pattern formed with swing highs at 05-Jun-2026, 19-Jun-2026 and swing lows at 01-Jun-2026, 12-Jun-2026. On the chart draw a line connecting the swing highs (should slope down) and another connecting the swing lows (should slope up). They should converge toward each other — forming a symmetric triangle. Upper boundary is the resistance, lower is support.  //  [3. VOLUME CHECK] During the consolidation (01-Jun-2026–19-Jun-2026): average volume was 261,684 shares/day — 70% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -14,992 shares/day). On the chart the volume bars should visibly shrink from left to right across the 01-Jun-2026–19-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 19-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1390.0. Price needs to close above this level on volume above 409,262 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1390.0. Stop-loss: ₹1252.0 (below pattern low). Target: ₹1560.7 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 409,262 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.02× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1390.0 on volume above 409,262 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 06-Jul-2026 (6 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~27 bars from triangle start — 3/4 mark = 21 bars. Pattern has used 15 bars, 6 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 06-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
PFC.NS,Ascending Triangle,True,True,78.0,MEDIUM,443.03,431.7,477.62,3.05,2.4,0.0,0,17,True,False,False,False,10199648,False,Flat resistance (±0.9%) ✓ | Rising swing lows ✓ | 6 touches of resistance ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 03-Jun-2026 to 25-Jun-2026 (17 sessions): flat resistance around ₹444.8 tested multiple times at 25-May-2026, 10-Jun-2026, 22-Jun-2026. Swing lows at 03-jun-2026, 11-jun-2026, 18-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹443.0 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (03-Jun-2026–25-Jun-2026): average volume was 6,528,918 shares/day — 117% of the pole's average (⚠ not contracted enough).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -20,586 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹443.0. Price needs to close above this level on volume above 10,199,648 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹443.0. Stop-loss: ₹431.7 (below pattern low). Target: ₹477.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 10,199,648 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly volume is NOT contracting (1.26× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹443.0 on volume above 10,199,648 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 23-Apr-2027 (215 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~309 bars from triangle start — 3/4 mark = 232 bars. Pattern has used 17 bars, 215 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 23-Apr-2027, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
CENTRALBK.NS,Bull Flag,True,True,75.0,MEDIUM,34.06,32.12,39.22,2.66,5.78,14.3,12,5,False,True,True,False,27080085,False,Pole +14.3% | Downward-sloping channel ✓ | Parallel channel ✓ | Retracement 41.2% (ideal) ✓ | Vol declining in flag ✓,"[1. POLE] From 02-Jun-2026 to 17-Jun-2026 (12 sessions): price moved from ₹29.6 to ₹33.9 (+14.3%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.5x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹32.1 and ₹34.1. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 41.2% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 12,001,156 shares/day — 56% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -2,636,503 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹34.1. Price needs to close above this level on volume above 27,080,085 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹34.1. Stop-loss: ₹32.1 (below pattern low). Target: ₹39.2 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 27,080,085 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.626%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹34.1 on volume above 27,080,085 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 01-Jul-2026 (3 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (12 bars × 2/3 = 8 max consolidation bars). Pattern has used 5 of 8 allowed bars — 3 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 01-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
ATHERENERG.NS,Bull Flag,True,True,75.0,MEDIUM,1058.0,950.35,1252.9,1.81,5.93,16.2,15,9,False,True,False,False,5975796,True,Strong pole +16.2% ✓ | Downward-sloping channel ✓ | Parallel channel ✓ | Duration 9d (ideal) ✓,"[1. POLE] From 22-May-2026 to 11-Jun-2026 (15 sessions): price moved from ₹883.8 to ₹1027.4 (+16.2%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.2x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 12-Jun-2026 to 25-Jun-2026 (10 sessions): price consolidated between ₹950.3 and ₹1058.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 53.7% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (12-Jun-2026–25-Jun-2026): average volume was 2,643,124 shares/day — 56% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -29,255 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹1058.0. Price needs to close above this level on volume above 5,975,796 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹1058.0. Stop-loss: ₹950.3 (below pattern low). Target: ₹1252.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 5,975,796 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.567%/week) and weekly volume is contracting (0.61× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹1058.0 on volume above 5,975,796 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (15 bars × 2/3 = 10 max consolidation bars). Pattern has used 9 of 10 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹1058.0 on volume above 5,975,796 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
BANKBARODA.NS,Bull Flag,True,True,75.0,MEDIUM,287.2,274.0,311.7,1.86,2.88,8.7,8,5,False,True,False,False,21991512,True,Pole +8.7% | Sharp pole (8d) ✓ | Downward-sloping channel ✓ | Parallel channel ✓ | Retracement 34.7% (ideal) ✓,"[1. POLE] From 08-Jun-2026 to 17-Jun-2026 (8 sessions): price moved from ₹259.2 to ₹281.9 (+8.7%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.3x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹274.0 and ₹287.2. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 34.7% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 9,606,974 shares/day — 57% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: +63,516 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹287.2. Price needs to close above this level on volume above 21,991,512 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹287.2. Stop-loss: ₹274.0 (below pattern low). Target: ₹311.7 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 21,991,512 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.113%/week) and weekly volume is contracting (0.78× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹287.2 on volume above 21,991,512 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (8 bars × 2/3 = 6 max consolidation bars). Pattern has used 5 of 6 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹287.2 on volume above 21,991,512 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
PNB.NS,Ascending Triangle,True,True,75.0,MEDIUM,109.72,107.54,120.95,5.14,1.72,0.0,0,29,True,False,True,False,29990241,False,Near-flat resistance (±1.9%) | Rising swing lows ✓ | 5 touches of resistance ✓ | Price near resistance (1.7% away) ✓ | Vol declining trend ✓,"[1. PRIOR TREND] This is a Ascending Triangle. Open your chart and confirm there was a meaningful uptrend before the pattern started forming.  //  [2. TRIANGLE] From 18-May-2026 to 25-Jun-2026 (29 sessions): flat resistance around ₹110.5 tested multiple times at 29-May-2026, 10-Jun-2026, 18-Jun-2026. Swing lows at 18-may-2026, 02-jun-2026, 12-jun-2026 — price bouncing at higher levels each time. On the chart draw a horizontal line at ₹109.7 — this is the resistance buyers keep hitting. The lows should form a rising line. Buyers are accumulating.  //  [3. VOLUME CHECK] During the consolidation (18-May-2026–25-Jun-2026): average volume was 20,507,367 shares/day — 99% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -345,027 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-May-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹109.7. Price needs to close above this level on volume above 29,990,241 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹109.7. Stop-loss: ₹107.5 (below pattern low). Target: ₹120.9 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 29,990,241 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.290%/wk). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹109.7 on volume above 29,990,241 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 02-Feb-2027 (157 trading day(s) remaining).  Murphy rule: triangle must break out before 3/4 of the distance to apex. Estimated apex in ~247 bars from triangle start — 3/4 mark = 186 bars. Pattern has used 29 bars, 157 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 02-Feb-2027, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
CHAMBLFERT.NS,Bull Flag,True,True,70.0,MEDIUM,492.0,466.1,544.65,2.03,4.89,8.1,8,5,False,True,True,False,1597775,True,Pole +8.1% | Sharp pole (8d) ✓ | Downward-sloping channel ✓ | Parallel channel ✓ | Vol declining in flag ✓,"[1. POLE] From 08-Jun-2026 to 17-Jun-2026 (8 sessions): price moved from ₹448.7 to ₹485.1 (+8.1%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.3x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹466.1 and ₹492.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 52.2% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 635,853 shares/day — 37% of the pole's average (✓ contracted as Murphy requires).   //      Volume was also trending DOWN within the consolidation (slope: -26,635 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹492.0. Price needs to close above this level on volume above 1,597,775 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹492.0. Stop-loss: ₹466.1 (below pattern low). Target: ₹544.6 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,597,775 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +0.520%/week) and weekly volume is contracting (0.54× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹492.0 on volume above 1,597,775 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (8 bars × 2/3 = 6 max consolidation bars). Pattern has used 5 of 6 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹492.0 on volume above 1,597,775 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
CRAFTSMAN.NS,Bull Flag,True,True,70.0,MEDIUM,9938.0,9226.5,11005.0,1.5,7.41,8.3,13,5,False,False,True,False,154285,True,Pole +8.3% | Downward-sloping channel ✓ | Parallel channel ✓ | Retracement 37.4% (ideal) ✓ | Vol declining in flag ✓,"[1. POLE] From 01-Jun-2026 to 17-Jun-2026 (13 sessions): price moved from ₹8771.5 to ₹9498.5 (+8.3%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (0.3x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹9226.5 and ₹9938.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 37.4% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 132,550 shares/day — 153% of the pole's average (⚠ not contracted enough).   //      Volume was also trending DOWN within the consolidation (slope: -23,129 shares/day). On the chart the volume bars should visibly shrink from left to right across the 18-Jun-2026–25-Jun-2026 period. This is exactly what Murphy describes.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹9938.0. Price needs to close above this level on volume above 154,285 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹9938.0. Stop-loss: ₹9226.5 (below pattern low). Target: ₹11005.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 154,285 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +1.523%/week) and weekly volume is contracting (0.58× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹9938.0 on volume above 154,285 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 02-Jul-2026 (4 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (13 bars × 2/3 = 9 max consolidation bars). Pattern has used 5 of 9 allowed bars — 4 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 02-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
BRIGADE.NS,Bull Flag,True,True,70.0,MEDIUM,566.05,518.8,684.55,2.51,7.78,17.3,8,5,True,True,False,False,1343973,False,Strong pole +17.3% ✓ | Sharp pole (8d) ✓ | Downward-sloping channel ✓ | Pole vol surge 3.67x ✓,"[1. POLE] From 08-Jun-2026 to 17-Jun-2026 (8 sessions): price moved from ₹482.4 to ₹565.8 (+17.3%). Open your chart and verify this was a sharp, near-vertical move.   //      Volume during this pole averaged 1,337,468 shares/day — 3.7x higher than the 20 sessions before it. You should see clearly taller volume bars during 08-Jun-2026–17-Jun-2026.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹518.8 and ₹566.0. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 56.4% (Murphy ideal: 25–50%). ⚠ Deeper than ideal — reduces pattern quality.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 786,906 shares/day — 59% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -2,147 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹566.0. Price needs to close above this level on volume above 1,343,973 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹566.0. Stop-loss: ₹518.8 (below pattern low). Target: ₹684.5 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 1,343,973 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ⚠] weekly trend is FLAT/DOWN (EMA20 slope -0.272%/wk); weekly volume is NOT contracting (1.22× 8-week avg). Check the weekly chart before trading — daily pattern is present but weekly context is not ideal.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹566.0 on volume above 1,343,973 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  ⚠ EXPIRING SOON — 1 trading day(s) left (by 29-Jun-2026).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (8 bars × 2/3 = 6 max consolidation bars). Pattern has used 5 of 6 allowed bars — 1 trading day(s) remaining from today.  Pattern validity is running out fast. If price does not close above ₹566.0 on volume above 1,343,973 shares by 29-Jun-2026, remove this stock from your watchlist immediately — the setup will have failed and a breakdown is more likely than a breakout."
J&KBANK.NS,Bull Flag,True,True,70.0,MEDIUM,167.15,157.6,192.03,2.61,5.52,14.9,13,5,False,True,False,False,6291180,True,Pole +14.9% | Downward-sloping channel ✓ | Parallel channel ✓ | Retracement 25.3% (ideal) ✓,"[1. POLE] From 01-Jun-2026 to 17-Jun-2026 (13 sessions): price moved from ₹141.8 to ₹162.9 (+14.9%). Open your chart and verify this was a sharp, near-vertical move.   //      ⚠ Volume on the pole was NOT significantly above average (1.1x pre-pole). Murphy requires a surge — treat this pole as weaker.  //  [2. FLAG] From 18-Jun-2026 to 25-Jun-2026 (6 sessions): price consolidated between ₹157.6 and ₹167.1. On the chart you should see a tight downward-drifting channel — both the highs and lows making slightly lower values each day. The channel should look parallel (upper and lower boundary nearly same angle).  //      Retracement of the pole: 25.3% (Murphy ideal: 25–50%). Good — shallow pullback.  //  [3. VOLUME CHECK] During the consolidation (18-Jun-2026–25-Jun-2026): average volume was 2,852,850 shares/day — 58% of the pole's average (✓ contracted as Murphy requires).   //      ⚠ Volume within consolidation was NOT clearly declining (slope: -22,691 shares/day). Check the chart manually — if volume bars are erratic or rising, the pattern is weaker.  //  [4. STATUS — IN FORMATION] As of 25-Jun-2026: price has NOT yet broken out. Breakout level to watch: ₹167.1. Price needs to close above this level on volume above 6,291,180 shares (1.5× 20-day avg) to confirm the breakout.  //  [5. TRADE PLAN] Entry: buy on a closing breakout above ₹167.1. Stop-loss: ₹157.6 (below pattern low). Target: ₹192.0 (pole-length projected from breakout). Do NOT enter if the breakout bar volume is below 6,291,180 shares — that is a false breakout signal.  //  [6. WEEKLY CHART ✓] Weekly trend is UP (EMA20 slope +2.332%/week) and weekly volume is contracting (0.64× 8-week average). The daily pattern is aligned with the bigger trend — stronger setup.  //  [7. WHAT TO WATCH FOR] Wait for a CLOSING candle above ₹167.1 on volume above 6,291,180 shares. Do NOT enter intraday — only a day-end close above this level counts. Until that happens, this is a watch-only setup.  Valid until 02-Jul-2026 (4 trading day(s) remaining).  Murphy rule: flag/pennant must break out within 2/3 of pole duration (13 bars × 2/3 = 9 max consolidation bars). Pattern has used 5 of 9 allowed bars — 4 trading day(s) remaining from today.  You have time, but do not get complacent. If price has not broken out by 02-Jul-2026, the pattern is invalid — remove it from your watchlist regardless of how good it looks."
